;url;id;title;price;release;description;location_inside;rooms;furnished;superficy
10;https://www.leboncoin.fr/locations/1022628444.htm?ca=12_s;1022628444;Bel appartement Paris 15°;2850.0;Aujourd'hui, 16:00;Description : Face à l'entrée du Parc Georges Brassens orienté Sud Ouest en RDC - sans vis à vis - très agréable appartement refait à neuf en 2003. 3 chambres à deux lits.;Paris 75015;4;Meublé;74 m2
11;https://www.leboncoin.fr/locations/1029389702.htm?ca=12_s;1029389702;APPARTEMENT T3 PARIS 15ème;1510.0;Aujourd'hui, 15:59;Description : PARIS 15ème pour 2 personnes salariés (es) métro Balard dans bel immeuble pierre de taille, au 2ème étage avec ascenseur et terrasse fuyante sur les 3 pièces principales. Beau 3 pièces entièrement rénové distribué en un hall d'entré un séjour 2 chambres une cuisine dînatoire aménagée, une salle d'eau avec WC, une cave. Double vitrage, parquet et moulures interphone digicode. Chauffage électrique et ballon électrique. Provision sur charges eau comprise 112€ en sus. Disponible début novembre. Références exigées 3 loyers dans vos revenus.Colocation acceptée.;Paris 75015;3;Non meublé;50 m2
12;https://www.leboncoin.fr/locations/1028455108.htm?ca=12_s;1028455108;Appartement 2 pièces meublé - Paris 13 Tolbiac;990.0;Aujourd'hui, 15:59;Description : A deux pas du métro Tolbiac. Appartement meublé de charme au 5ème étage (sans ascenseur) composé d'une entrée, séjour lumineux avec canapé convertible, coin cuisine entièrement équipé, chambre en second jour avec verrière contenant placards toute hauteur, nombreux rangements et étagères intégrées, salle d'eau avec WC. Vue dégagée.Honoraires en sus (quote-part rédaction du bail et état des lieux entrant) environ 460€Garantie un mois de loyer;Paris 75013;2;Meublé;32 m2
13;https://www.leboncoin.fr/locations/1029388656.htm?ca=12_s;1029388656;Paris 9e, studio de charme avec terrasse;690.0;Aujourd'hui, 15:57;Description : Paris, 9ème, rue de Dunkerque niveau avenue Trudaine, studio meublé, 16m² avec petite terrasse, refait à neuf. Cuisine indépendante équipée (réfrigérateur, plaques induction, rangements), séjour avec parquet (grands placards, canapé lit, table, chaises), salle d'eau avec lavabo, douche, wc. Soleil et calme. Ascenseur. Très bon immeuble avec gardienne. Pied nombreux commerces. Proche transports dont RER et gare du Nord. Libre de suite. 690€ + 80€ provisions de charges (incluant chauffage central et eau chaude). Libre de suite. Courte durée possible sous conditions. Tel : 06.86.76.25.63.;Paris 75009;1;Meublé;16 m2
14;https://www.leboncoin.fr/locations/1029388258.htm?ca=12_s;1029388258;Appartement Studio 75016/75008 Paris 20m2;1080.0;Aujourd'hui, 15:56;Description : Appartement Studio 20 m2 75016/75008 Paris dans un belle immeuble art déco au 2eme étage avec ascenseur chauffage électrique plus d'info me contacter Disponible 10 Decembre 1080 € charge comprise  Rue Pierre 1er de Serbie 75016;Paris 75016;1;Meublé;20 m2
15;https://www.leboncoin.fr/locations/1029384563.htm?ca=12_s;1029384563;F1 non meublé;785.0;Aujourd'hui, 15:49;Description : Logement F1 25 m272 avenue de Flandres 75019 PARISmetro Riquet ( ligner 7)5 ème étage sans ascenseurEntrée - 1 piéce séparée - cuisine sépareé - salle d'eau avec WC-Chauffage individuel électriqueTrès bon étatcavegardien sur place;Paris 75019;1;Non meublé;25 m2
16;https://www.leboncoin.fr/locations/999324061.htm?ca=12_s;999324061;Location meuble t4 la motte piquet grenelle 7501;3100.0;Aujourd'hui, 15:44;Description : Appartement MEUBLE T4, situé au 121 bis Boulevard de Grenelle 75015 PARIS : duplex 9° et 10° étage avec ascenseur entièrement meublé et équipé :                 Au 9ième étage :- séjour double traversant avec balcon de 8 m2, avec canapé, 2 fauteuils, table et chaises, déserte  .... TV, Internet.- cuisine équipée : four, micro-ondes, plaques chauffantes, lave vaisselle, lave-sèche linge, vaisselle, ustensiles de cuisson .....                   Au 10ième étage :- 2 chambres : l'une avec lit double neuf de 160 par 200, l'autre avec 2 lits simples- salle de bains avec baignoire, WC séparé.Avec PARKING et cave en sous-sol.Très calme, vues très dégagées, exceptionnelles sur la Tour Eiffel et Montparnasse.Proximité immédiate métro LA MOTTE-PICQUET GRENELLE ( 3 lignes ) et tous commerces.Libre fin Septembre 2016Loyer : 3100 Euro(s)/mois tout comprisHubert LHOSTE  06 15 48 05 80 et hubert.lhoste@free.fr;Paris 75015;4;Meublé;74 m2
17;https://www.leboncoin.fr/locations/1026487028.htm?ca=12_s;1026487028;Location 2 pièces;870.0;Aujourd'hui, 15:37;Description : paris 12ème villa du bel air  2 pièces, 2 ème étage , clair et calme, entrée,séjour, WC indépendant, cuisine, chambre , salle de bain, parquet, chauffage par convecteurs, eau chaude par cumulus, fenêtres double vitrage,interphone,transport: metro : porte de vincennes, bus , tramsérieuse références demandé plus caution solidairelibre à partir du 10 Octobre;Paris 75012;2;Non meublé;35 m2
18;https://www.leboncoin.fr/locations/1029376690.htm?ca=12_s;1029376690;Appart. MEUBLE PARIS 8ème 400m Champs Elysees;895.0;Aujourd'hui, 15:34;Description : Particulier loue studio meublé de 17m² situé dans le 8ème arrondissement à l'angle de la rue de Courcelles et de la rue de la Boétie.400 m des Champs Elysées.Station de métro Saint Philippe du Roule (ligne 9) ou Franklin Roosevelt (ligne 1) ou Miromesnil (ligne 13).Appartement très lumineux.Appartement tout équipé:cuisine avec four micro-onde, frigo, plaques, table et chaisesPièce à vivre avec vrai lit confortable (pas de clic clac), bureau, canapé, grand placard avec étagères et penderie.Salle d'eau avec WC, sèche serviettes et machine à laver.Immeuble sécurisé avec digicode.Appartement très agréable.loyer 895 € charges comprisesTél. 06 58 75 38 90;Paris 75008;1;Meublé;17 m2
19;https://www.leboncoin.fr/locations/1029374094.htm?ca=12_s;1029374094;Loue joli studio renové Paris 17e;580.0;Aujourd'hui, 15:30;Description : Jolie studette de 9.5 m² avec du charme, entièrement refaite avec goût en 2016 et jamais habitée depuis.Située au 6ème et dernier étage, très lumineux, au calme sur cour avec une vue dégagée sur les toits, dans une petite copropriété sécurisée.Immeuble début XXème siècle, bien entretenu avec parties communes en très bon état.  Quartier vivant tous commerces à proximités dans les rues voisines. A 5 min du métro Brochant, rue des MoinesPièce principale lumineuse avec 1 fenêtre (double vitrage), parquet au sol, 1 coin kitchenette avec lavabo et placard, 1 cabine de douche (tout est neuf).  WC à partager avec 1 seul autre logement sur le palier (avec fenêtre et vue sur la tour Eiffel). Loyer 580Euro(s) / mois + 30 Euro(s) de provisions pour charges incluant le chauffage. Disponible de suite.Très important: Pouvoir être éligible au dispositif Visale ou caution parentale.Premier contact par mail avec description de votre situation.Nous organisons des visites le soir dans la semaine ou le WE du 8 octobre.Merci de venir impérativement avec votre dossier complet (3 dernières fiches de paie, contrat de travail, dernières fiches d'imposition) Jolie studette de 9.5 m² avec du charme, entièrement refaite avec goût en 2016 et jamais habitée depuis.Située au 6ème et dernier étage, très lumineux, au calme sur cour avec une vue dégagée sur les toits, dans une petite copropriété sécurisée.Immeuble début XXème siècle, bien entretenu avec parties communes en très bon état.  Quartier vivant tous commerces à proximités dans les rues voisines. A 5 min du métro Brochant, rue des MoinesPièce principale lumineuse avec 1 fenêtre (double vitrage), parquet au sol, 1 coin kitchenette avec lavabo et placard, 1 cabine de douche (tout est neuf).  WC à partager avec 1 seul autre logement sur le palier (avec fenêtre et vue sur la tour Eiffel). Loyer 580Euro(s) / mois + 30 Euro(s) de provisions pour charges incluant le chauffage. Disponible de suite.Très important: Pouvoir être éligible au dispositif Visale ou caution parentale.Premier contact par mail avec description de votre situation.N... Lire plus;Paris 75017;1;Non meublé;10 m2
20;https://www.leboncoin.fr/locations/1029371753.htm?ca=12_s;1029371753;Studette Paris 17eme;540.0;Aujourd'hui, 15:26;Description : Description :Chambre meublée de 9m2 (Logement Etudiant) à louer dans Paris 17eme entre Boulevard de Courcelles / Boulevard Malesherbes / Avenue de Villiers complètement équipée avec douche, coin cuisine, lit mezzanine, rangement-placard.7eme étage sans ascenseur. Faibles charges, parties communes parfaites, WC normaux sur palier. Refaite à neuf.Proche Commerce - Metro Villiers Ligne 2 ou 3. Libre dès maintenant. Durée de 10 mois minimum.Loyer: 540EUR + 35 euros Charges (Logement éligible au APL / Allocation logement). TEL : 07-71-08-96-06 ou commercial@need-us.com.Studio Proche Commerce / École / Université - Métro Villiers Ligne 2 ou 3. Parfait pour Logement étudiant, bureaux, chambre de service, etc.;Paris 75017;1;Meublé;9 m2
21;https://www.leboncoin.fr/locations/1029365610.htm?ca=12_s;1029365610;Voltaire superbe 2p 48m²;1395.0;Aujourd'hui, 15:16;Description : Métro VOLTAIRE. Beau 2 pièces 48.38m² en bon état. Dans résidence récente avec gardien. 4ème étage ascenseur. Beau séjour BALCON. Chambre. Cuisine. AUCUN VIS-A-VIS. Cave et parking en sous-sol. Loyer: 1230E + 165E de charges (eau froide/chaude, chauffage, ascenseur, espace verts).;Paris 75011;2;Non meublé;48 m2
22;https://www.leboncoin.fr/locations/1029363788.htm?ca=12_s;1029363788;Sous-location Pernety 2 semaines 350Euro(s);350.0;Aujourd'hui, 15:13;Description : Bonjour,Je sous loue mon appartement pour deux semaines du 20 Octobre au 3 November 350euros C'est un T2 40m2 avec une grande chambre, un salon, cuisine et salle de bain séparé.Quartier : Quartier derrière la gare Montparnasse dans le 14e arrondissement.Rue pavées avec plusieurs café, restaurants (nombreux asiatiques) supermarché et des excellents primeurs. Transport :Parnety ligne 13, Montparnasse ligne 13, 6, 4. Une station de velib se trouve à 50 metres de l'appartement.;Paris 75014;2;Meublé;40 m2
23;https://www.leboncoin.fr/locations/1029363494.htm?ca=12_s;1029363494;M*VOLTAIRE.SUPERBE 2P 45 m²;1398.0;Aujourd'hui, 15:12;Description : Métro VOLTAIRE. Dans très bel immeuble, SUPERBE 2 pièces meublé 45.27m² 5ème étage, en très bon état, EXTRÊMEMENT LUMINEUX, SANS VIS A VIS, cuisine équipée, beau séjour, double vitrage, parquet. A SAISIR VITE !! Loyer: 1298E + 100E de charges.;Paris 75011;2;Meublé;45 m2
24;https://www.leboncoin.fr/locations/1029362683.htm?ca=12_s;1029362683;Studio très lumineux en temps partagé 75013;400.0;Aujourd'hui, 15:11;Description : Propriétaire d'un studio, je n'y suis pas toute la semaine  à Paris . Aussi je peux louer en temps partagé 25 e la nuit donc par mois 400 e tout compris du jeudi 10 h  au lundi 10 h soit 4 jours par semaine , pour étudiante de préférence ( pas pour faire la fête !) ou bureau professionnel ( fibre internet) . Je ne fais pas de l'occasionnel.Stratégiquement bien placé prés du métro Olympiades ligne 14 pour tous les RER , bus 83, tram pour le parc des expositions;Paris 75013;1;Meublé;33 m2
25;https://www.leboncoin.fr/locations/1029356944.htm?ca=12_s;1029356944;Studio neuf meublé ;1150.0;Aujourd'hui, 15:02;Description : Joli studio meublé refait à neuf et équipé neuf au 2 Eme Etage sans ascenseur d'un très bel immeuble avec gardien.Situé Rue TournefortInclut internet;Paris 75005;;15 m2;"
C (de 11 à 20)
"
26;https://www.leboncoin.fr/locations/1021552770.htm?ca=12_s;1021552770;Studio refait à neuf en Résidence Service - 75012;1380.0;Aujourd'hui, 14:57;"Description : Location d'un studio de 27 m² refait à neuf dans résidence services de standing : ""Les Jardins D'arcadie"", 75012. Quartier calme et piéton, à proximité de tous commerces et du métroOrienté plein sud (1er étage avec ascenseur sans vis à vis), dans une rue lumineuse, peu passante et silencieuseCuisine équipée (réfrigérateur, plaques électriques, hotte, placards), stores électriques, salle de bain avec douche. Cave au rez-de-chausséeRésidence sécurisée 24h/24 avec de multiples services : restaurant 7j/7, hôtesses d'accueil, gardien de nuit, infirmières à disposition, diverses animations, salon TV, salon bridge, salle gymnastique, bibliothèque-billard. Appartement relié à l'accueil par interphone et cordonnets d'appels d'urgence installé dans toutes les pièces. Loyer : 1380€/mois charges comprisesLocation non meublée-----------------------------------------------------------La résidence Les Jardins d'Arcadie Daumesnil a été implantée dans le XIIème arrondissement de Paris à la fin des années quatre-vingts. Agréablement située dans une rue lumineuse et peu passante, jouxtant le jardin de Reuilly et la station de métro Montgallet (ligne 8), elle borde la très fleurie ""promenade plantée"". Le quartier est prisé. Il offre un choix complet de moyens de transports, commerces, banques, poste, pharmacies, laboratoires d’analyses, hôpitaux, etc., dans un rayon de quelques centaines de mètres, autour de la résidence.Les Jardins d'Arcadie Daumesnil ne sont pas une maison de retraite, mais une copropriété immobilière comme une autre, qui comporte des parties communes plus largement dimensionnées, et offre des services spécifiques bien adaptés aux besoins de personnes du troisième âge autonomes. La résidence est gérée par un syndic, mandaté par l’Assemblée des Copropriétaires et aidé par un Conseil Syndical élu. Elle est destinée à des personnes seules ou à des couples qui souhaitent allier sécurité et liberté de mouvements, garder un contact étroit avec l’extérieur mais aussi se faire de nouvelles relations, garder la possibilité d’inviter les membres de leur famille ou leurs amis, sans soucis « d’intendance », dans un confort et un environnement de bon aloi.La taille humaine de la résidence, qui compte 98 appartements du studio au 4 pièces, sa conception architecturale avec une grande variété de plans de logements et un accès direct à la rue pour chacun de ses trois ascenseurs, favorisent une ambiance unique, à la fois chaleureuse et respectueuse de l’intimité de chacun. Les résidents ont à leur disposition un hall d’accueil, un salon TV et un salon de bridge, un restaurant largement vitré donnant sur le jardin de la résidence, une salle à manger privatisable, une salle de gymnastique, une « bibliothèque-billard », et une chambre d’hôtes pour recevoir parents et amis. Location d'un studio de 27 m² refait à neuf dans résidence services de standing : ""Les Jardins D'arcadie"", 75012. Quartier calme et piéton, à proximité de tous commerces et du métroOrienté plein sud (1er étage avec ascenseur sans vis à vis), dans une rue lumineuse, peu passante et silencieuseCuisine équipée (réfrigérateur, plaques électriques, hotte, placards), stores électriques, salle de bain avec douche. Cave au rez-de-chausséeRésidence sécurisée 24h/24 avec de multiples services : restaurant 7j/7, hôtesses d'accueil, gardien de nuit, infirmières à disposition, diverses animations, salon TV, salon bridge, salle gymnastique, bibliothèque-billard. Appartement relié à l'accueil par interphone et cordonnets d'appels d'urgence installé dans toutes les pièces. Loyer : 1380€/mois charges comprisesLocation non meublée-----------------------------------------------------------La résidence Les Jardins d'Arcadie Daumesnil a été implantée dans le XIIème arron... Lire plus";Paris 75012;1;Non meublé;27 m2
27;https://www.leboncoin.fr/locations/1029345755.htm?ca=12_s;1029345755;2 pieces quartier montorgueil;1900.0;Aujourd'hui, 14:41;Description : En plein coeur du quartier Montorgueil, Appartement meublé 2 pièces sur cour au 5e étage avec ascenseurCuisine ouverte équipée américaine Au calme, double vitrageChauffage électrique individuelAppartement peu énergivoreSalle de bain, toilette séparé, dressing1790€ Hors charges + 110 €;Paris 75002;2;Meublé;55 m2
28;https://www.leboncoin.fr/locations/1029307197.htm?ca=12_s;1029307197;Chambre de service meublée Paris 15ème;440.0;Aujourd'hui, 14:41;Description : Paris 15ème,  Métro La Motte Piquet. Chambre de service meublée, 9,5 m².Bel immeuble, Gardienne, Vigik, Digicode et Interphone. 7ème étage.Douche, Kitchenette, Toilettes sur le palier (propres).Loyer: 440€ Charges comprises (sauf électricité)Libre le 1er Novembre;Paris 75015;1;Meublé;9 m2
29;https://www.leboncoin.fr/locations/1029306255.htm?ca=12_s;1029306255;58 m2 Meublé, Montorgeuil - Beaubourg;2100.0;Aujourd'hui, 14:37;Description : Paris 1er (75001). Au coeur de Paris, joli 3 pièces rénové récemment par un architecte, décoré avec goût et parfaitement équipé. Emplacement idéal avec de nombreux commerces, restaurants et transports à proximité (métro L1,4,11,14. RER A,B,D). Bel appartement de 58,5 m² rénové à neuf sur plan d'architecte en Juillet 2013. L'appartement, situé au 1er étage, comprend un séjour avec cuisine ouverte aménagée, poutres et IPN apparents, une chambre, un dressing (ou bibliothèque ou chambre de bébé) une salle de bains et des WC séparés. Très clair, et bien orienté, 6 fenêtres triple vitrage. L'appartement est dans un bel immeuble des années 1850, très bien entretenu et avec ascenseurs. Une situation dans Paris rêvée ! A 2 pas de Beaubourg, de Nôtre Dame de Paris, du Louvre, du Marais et du quartier Montorgeuil.Idéalement situé, à proximité de nombreuses lignes de métro et RER (L1, L4, L7, L11, L14 et RER A, B, D) et d'une station vélib.Chauffage électrique (très bonne isolation).Gardien le matin.Conso énergétique : DEmission GES : BAbsence de plomb.Aucune risque naturel.Libre immédiatement. (arrêt location  Super host)Visites : Dates de visite : 5, 6, 7, 8 octobre 2016.Les visites se font sur remise d'un dossier papier complet : - 3 derniers bulletins de salaires- Dernier avis d'imposition- Copie du contrat de travail- Copie de la pièce d'identité- Une caution solidaire sera exigée- Dépôt de garantie : 1900 €Agence s'abstenir.Loyer : 2100 € charges comprisesPrix : 2.100 €Tel : 06.73.93.14.38 Paris 1er (75001). Au coeur de Paris, joli 3 pièces rénové récemment par un architecte, décoré avec goût et parfaitement équipé. Emplacement idéal avec de nombreux commerces, restaurants et transports à proximité (métro L1,4,11,14. RER A,B,D). Bel appartement de 58,5 m² rénové à neuf sur plan d'architecte en Juillet 2013. L'appartement, situé au 1er étage, comprend un séjour avec cuisine ouverte aménagée, poutres et IPN apparents, une chambre, un dressing (ou bibliothèque ou chambre de bébé) une salle de bains et des WC séparés. Très clair, et bien orienté, 6 fenêtres triple vitrage. L'appartement est dans un bel immeuble des années 1850, très bien entretenu et avec ascenseurs. Une situation dans Paris rêvée ! A 2 pas de Beaubourg, de Nôtre Dame de Paris, du Louvre, du Marais et du quartier Montorgeuil.Idéalement situé, à proximité de nombreuses lignes de métro et RER (L1, L4, L7, L11, L14 et RER A, B, D) et d'une station vélib.Chauffage électriq... Lire plus;Paris 75001;3;Meublé;58 m2
30;https://www.leboncoin.fr/locations/1029341176.htm?ca=12_s;1029341176;Studio meublé 75011;638.0;Aujourd'hui, 14:33;Description : Idéalement situé, près du métro Oberkampf et de toutes commodités, charmant studio de 13 m2 au 1er étage, composé d'une pièce principale avec kitchenette équipée, couchage mezzanine  1 personne, et d'une salle de douche avec wc.Il est meublé et tout fraîchement rafraîchi !Seul point faible : les 2 grandes fenêtres du studio donnent sur des courettes. Il ne bénéficie donc pas d'une grande clarté.Malgré tout, coup de coeur assuré !Libre de suite.Sérieuses garanties demandées ( garant + caution )Visites prévues samedi 8 octobre sur rv.Loyer : 581Euro(s)Charges : 57Euro(s) ( électricité non inclue)Svp, 1er contact par sms ou mail !!!;Paris 75011;1;Meublé;13 m2
